Geneid;Chr;Start;End;Strand;Length;Description
ENSG00000235051;chr6;10881780;10881853;+;666;NA
ENSG00000235066;chr2;117995397;117995790;+;4282;NA
ENSG00000235071;chrX;16474342;16475340;-;999;NA
ENSG00000235077;chr7;100130964;100131037;+;342;NA
ENSG00000235078;chr2;3519275;3519956;+;974;NA
ENSG00000235081;chr19;54229036;54229573;+;901;NA
ENSG00000235088;chr20;41459354;41459449;-;323;NA
ENSG00000235096;chr1;246025897;246026055;+;696;NA
ENSG00000235100;chr10;89651998;89653381;-;5436;NA
ENSG00000235105;chr1;48435967;48437223;+;1257;NA
ENSG00000235111;chr22;49612657;49615490;-;2975;NA
ENSG00000235119;chr9;114396724;114396832;-;173;NA
ENSG00000235121;chr1;201723294;201724915;-;1809;NA
ENSG00000235126;chr3;197445061;197445323;-;558;NA
ENSG00000235128;chr2;126679622;126680420;+;799;NA
ENSG00000235138;chr9;134054290;134054492;+;2112;NA
ENSG00000235140;chr10;59578467;59579076;+;3389;NA
ENSG00000235149;chr4;185918140;185918536;+;549;NA
ENSG00000235151;chr2;241844380;241844478;+;571;NA
ENSG00000235189;chrX;129869064;129869296;-;1792;NA
ENSG00000235192;chr2;165794851;165795079;+;779;NA
ENSG00000235196;chrX;101911529;101912072;+;544;NA
ENSG00000235204;chr9;124259250;124259494;-;308;NA
ENSG00000235224;chrX;53113018;53113274;-;257;NA
ENSG00000235236;chr3;48979918;48980346;-;660;NA
ENSG00000235237;chr22;37166757;37166964;+;630;NA
ENSG00000235246;chr22;38231320;38231415;+;297;NA
ENSG00000235251;chr1;87044935;87045871;-;937;NA
ENSG00000235253;chr5;132942932;132944067;+;1205;NA
ENSG00000235267;chr2;27455156;27455423;+;397;NA
ENSG00000235271;chr22;26903292;26903431;+;1068;NA
ENSG00000235277;chr21;14918534;14918772;+;781;NA
ENSG00000235279;chr10;51302566;51302824;+;400;NA
ENSG00000235281;chr10;2501600;2501989;+;4350;NA
ENSG00000235286;chr11;111670956;111672404;-;1449;NA
ENSG00000235288;chr3;42785087;42785320;-;1956;NA
ENSG00000235292;chr20;12243308;12245839;-;3111;NA
ENSG00000235296;chr17;81941869;81942095;+;2483;NA
ENSG00000235308;chr1;88923370;88923844;+;475;NA
ENSG00000235319;chr2;105324210;105324285;+;674;NA
ENSG00000235328;chr22;17093612;17093939;-;328;NA
ENSG00000235337;chr2;220127546;220127684;+;347;NA
ENSG00000235347;chr22;45792418;45793636;-;1219;NA
ENSG00000235349;chr7;64566814;64567014;-;315;NA
ENSG00000235351;chr2;241724615;241725169;-;584;NA
ENSG00000235371;chr1;236110061;236112370;+;2310;NA
ENSG00000235381;chr6;155253139;155253764;-;3088;NA
ENSG00000235389;chr9;8700595;8700902;-;486;NA
ENSG00000235390;chr15;45321077;45321692;-;616;NA
ENSG00000235410;chr10;14074284;14074826;+;790;NA
ENSG00000235419;chr2;230520594;230520673;-;692;NA
ENSG00000235426;chr10;79382328;79382586;+;511;NA
ENSG00000235429;chr7;133315009;133315413;-;405;NA
ENSG00000235432;chr1;20692734;20692775;-;479;NA
ENSG00000235445;chr22;17983205;17983287;-;361;NA
ENSG00000235449;chr1;202767229;202767418;-;190;NA
ENSG00000235450;chr7;91380778;91380867;-;202;NA
ENSG00000235480;chr2;96527940;96528183;-;440;NA
ENSG00000235494;chr9;97222602;97222813;+;653;NA
ENSG00000235510;chrX;36957913;36958139;+;227;NA
ENSG00000235518;chr15;26657030;26657304;-;595;NA
ENSG00000235522;chr2;105846534;105846767;-;2166;NA
ENSG00000235523;chr9;72257336;72257405;+;361;NA
ENSG00000235526;chr1;110177643;110178057;-;508;NA
ENSG00000235538;chr6;163671577;163671696;+;4685;NA
ENSG00000235573;chr22;31113017;31113396;+;380;NA
ENSG00000235574;chr7;27491682;27492765;-;1084;NA
ENSG00000235575;chr1;169310665;169310771;+;368;NA
ENSG00000235581;chr7;71942259;71942468;+;210;NA
ENSG00000235586;chr2;38601598;38601626;+;233;NA
ENSG00000235605;chr1;234356704;234357141;-;438;NA
ENSG00000235609;chr21;14818843;14824415;-;5929;NA
ENSG00000235615;chr2;131964731;131966772;-;2209;NA
ENSG00000235625;chr13;78275720;78275866;-;342;NA
ENSG00000235635;chr5;56941307;56941579;+;434;NA
ENSG00000235672;chr17;18908279;18908865;+;587;NA
ENSG00000235673;chr1;37840986;37841676;+;691;NA
ENSG00000235681;chr19;54446830;54447047;+;218;NA
ENSG00000235683;chr8;99695957;99698017;+;2061;NA
ENSG00000235725;chr2;65589566;65589819;-;1656;NA
ENSG00000235726;chr2;234803808;234804086;-;4292;NA
ENSG00000235728;chr7;36781008;36781153;+;872;NA
ENSG00000235736;chr1;168763365;168763616;-;418;NA
ENSG00000235749;chr1;247639630;247640433;+;3951;NA
ENSG00000235772;chr21;42560374;42560449;-;575;NA
ENSG00000235778;chr8;7341826;7342942;+;1117;NA
ENSG00000235779;chr2;290941;291120;-;3574;NA
ENSG00000235785;chr14;99262948;99263208;+;564;NA
ENSG00000235795;chr1;100995473;100995519;+;671;NA
ENSG00000235806;chrX;38770331;38770575;+;1180;NA
ENSG00000235833;chr2;97523949;97524976;-;1028;NA
ENSG00000235834;chrX;17528435;17528758;+;1554;NA
ENSG00000235837;chr7;16695871;16696080;-;648;NA
ENSG00000235843;chr10;26717635;26718073;+;485;NA
ENSG00000235852;chr2;190880797;190881568;-;919;NA
ENSG00000235859;chr7;30371508;30372741;+;1234;NA
ENSG00000235861;chr2;241118725;241118943;+;219;NA
ENSG00000235869;chr1;174922107;174922440;-;334;NA
ENSG00000235880;chr9;267966;268273;-;406;NA
ENSG00000235902;chr4;185665885;185666187;+;618;NA
ENSG00000235907;chr1;33512008;33512743;-;736;NA
ENSG00000235934;chr2;170814686;170816485;-;2458;NA
ENSG00000235945;chr7;116873454;116874787;-;1954;NA
ENSG00000235978;chr3;4793222;4793556;-;2415;NA
ENSG00000235979;chr17;19417769;19418054;-;4834;NA
ENSG00000235993;chr2;229701794;229702148;+;355;NA
ENSG00000235994;chr6;167975924;167976939;-;1539;NA
ENSG00000235996;chr20;19212852;19212968;-;366;NA
ENSG00000236003;chr22;20522070;20522207;-;652;NA
ENSG00000236015;chr7;39569376;39570198;-;823;NA
ENSG00000236018;chr7;157197600;157198281;-;766;NA
ENSG00000236028;chr20;46901143;46901265;-;423;NA
ENSG00000236031;chr1;243545532;243545621;+;751;NA
ENSG00000236064;chrX;107857364;107858922;-;4537;NA
ENSG00000236073;chr1;21073639;21073753;-;115;NA
ENSG00000236075;chr6;40501631;40501765;-;292;NA
ENSG00000236095;chr9;94900429;94900455;+;779;NA
ENSG00000236106;chr2;5726253;5726579;+;2021;NA
ENSG00000236114;chr10;43523256;43525217;+;1962;NA
ENSG00000236115;chr9;92205356;92205436;+;333;NA
ENSG00000236120;chrX;5653418;5653703;-;1924;NA
ENSG00000236154;chr10;69572906;69573067;+;943;NA
ENSG00000236159;chr20;37165774;37166312;-;539;NA
ENSG00000236164;chr6;46758296;46758840;-;761;NA
ENSG00000236173;chr6;169809318;169809493;-;694;NA
ENSG00000236180;chr1;42570970;42571390;+;421;NA
ENSG00000236194;chr17;42270517;42271772;-;1496;NA
ENSG00000236206;chr1;165598356;165598622;+;2009;NA
ENSG00000236209;chr2;74919555;74920286;-;763;NA
ENSG00000236212;chr7;34209465;34209630;+;2104;NA
ENSG00000236213;chr2;37562486;37562619;+;2402;NA
ENSG00000236230;chr1;222088806;222089565;-;1691;NA
ENSG00000236234;chr17;45452844;45453088;+;769;NA
ENSG00000236255;chr2;117833937;117834549;+;5287;NA
ENSG00000236261;chr7;57652875;57653208;+;334;NA
ENSG00000236266;chr1;7810242;7810716;-;830;NA
ENSG00000236274;chr1;35509742;35509902;+;1003;NA
ENSG00000236283;chr2;164840661;164840822;+;10261;NA
ENSG00000236295;chr2;216870441;216870957;-;3135;NA
ENSG00000236304;chr11;76656984;76657156;+;1559;NA
ENSG00000236308;chr10;100190036;100190164;+;578;NA
ENSG00000236317;chr1;212855175;212855366;-;192;NA
ENSG00000236319;chr17;55526964;55527183;-;1124;NA
ENSG00000236327;chr1;153890595;153890865;+;271;NA
ENSG00000236352;chr20;53940160;53940598;+;884;NA
ENSG00000236358;chr1;234357006;234357090;+;410;NA
ENSG00000236364;chr1;165889725;165891635;-;2952;NA
ENSG00000236366;chr6;142526455;142528383;-;2556;NA
ENSG00000236377;chr17;32905662;32905779;+;512;NA
ENSG00000236390;chr1;201673105;201673366;-;579;NA
ENSG00000236394;chr9;137052662;137052875;+;580;NA
ENSG00000236403;chr9;134936524;134936573;+;1319;NA
ENSG00000236408;chr7;154838388;154838877;-;664;NA
ENSG00000236426;chr10;119330233;119330349;-;1524;NA
ENSG00000236431;chr2;95536117;95536495;-;379;NA
ENSG00000236434;chr1;51264916;51265215;-;435;NA
ENSG00000236439;chr1;202471864;202472117;-;254;NA
ENSG00000236449;chr2;174547141;174547248;+;6037;NA
ENSG00000236451;chr2;220450679;220451046;+;4642;NA
ENSG00000236452;chr3;34203244;34203308;+;555;NA
ENSG00000236456;chr20;34245953;34246537;-;585;NA
ENSG00000236457;chr17;2215482;2215693;-;323;NA
ENSG00000236472;chr17;50135586;50135677;+;468;NA
ENSG00000236478;chr2;216174896;216176032;-;1137;NA
ENSG00000236489;chr3;185606575;185606873;+;299;NA
ENSG00000236491;chrX;135180255;135180446;-;730;NA
ENSG00000236494;chr7;33793167;33794547;-;2830;NA
ENSG00000236498;chr2;61868432;61868865;+;802;NA
ENSG00000236501;chr2;176989418;176990865;-;6843;NA
ENSG00000236510;chr7;3642815;3643351;-;856;NA
ENSG00000236512;chr6;7620422;7620878;+;457;NA
ENSG00000236514;chr10;37857740;37858532;+;826;NA
ENSG00000236525;chr2;102433957;102434290;+;1200;NA
ENSG00000236528;chr1;25859580;25860171;+;1178;NA
ENSG00000236529;chr7;65840055;65842396;+;2342;NA
ENSG00000236540;chr22;20058030;20058473;-;2267;NA
ENSG00000236545;chr21;41870633;41870899;+;587;NA
ENSG00000236556;chr10;59282147;59282208;+;336;NA
ENSG00000236576;chrX;51856968;51858066;+;1099;NA
ENSG00000236583;chr8;99233048;99234459;-;1412;NA
ENSG00000236627;chr6;165754189;165754382;+;1122;NA
ENSG00000236636;chr1;227264776;227265207;-;432;NA
ENSG00000236641;chr22;25212085;25212840;+;1280;NA
ENSG00000236643;chr9;124770123;124770306;+;617;NA
ENSG00000236662;chr10;100980507;100980680;-;342;NA
ENSG00000236665;chr2;1158310;1158486;-;536;NA
ENSG00000236676;chr1;81585941;81586377;-;641;NA
ENSG00000236680;chr9;19026892;19028129;+;1238;NA
ENSG00000236710;chr11;3084393;3084730;-;730;NA
ENSG00000236712;chr7;7293508;7293880;+;373;NA
ENSG00000236722;chr3;58511310;58511676;+;367;NA
ENSG00000236723;chr1;53209783;53210212;-;1227;NA
ENSG00000236724;chr9;3875584;3875618;+;243;NA
ENSG00000236732;chr3;32151083;32151445;-;472;NA
ENSG00000236733;chr9;68822403;68822648;-;516;NA
ENSG00000236744;chr10;55247755;55247888;-;439;NA
ENSG00000236754;chr22;17580157;17580331;-;1960;NA
ENSG00000236760;chr2;3131581;3132166;-;952;NA
ENSG00000236772;chr20;32449755;32450089;+;986;NA
ENSG00000236773;chr1;224175476;224175706;-;231;NA
ENSG00000236775;chr1;247015068;247015779;+;1256;NA
ENSG00000236779;chr1;204528845;204529692;-;848;NA
ENSG00000236796;chr9;32836575;32836725;-;1184;NA
ENSG00000236814;chr8;56050038;56051207;-;1170;NA
ENSG00000236829;chr16;382097;382477;+;2291;NA
ENSG00000236841;chr2;162159762;162159914;+;4157;NA
ENSG00000236842;chr10;75430571;75430763;-;260;NA
ENSG00000236844;chr3;195554610;195555083;+;474;NA
ENSG00000236856;chr2;388412;388597;+;549;NA
ENSG00000236858;chr22;27048144;27050116;-;3170;NA
ENSG00000236867;chr22;49817248;49817712;+;465;NA
ENSG00000236890;chr22;18081466;18081675;-;210;NA
ENSG00000236892;chr10;3532094;3532270;-;1344;NA
ENSG00000236896;chr9;97986551;97986815;-;402;NA
ENSG00000236905;chr1;212824027;212824505;+;479;NA
ENSG00000236924;chr9;6645812;6646085;+;2588;NA
ENSG00000236928;chr7;66434634;66435154;-;521;NA
ENSG00000236935;chr11;64325050;64325331;-;927;NA
ENSG00000236936;chr1;21266082;21266135;+;723;NA
ENSG00000236942;chr1;205625483;205625664;+;353;NA
ENSG00000236948;chr1;5561709;5562254;-;1095;NA
ENSG00000236958;chr10;54864382;54864796;-;557;NA
ENSG00000236986;chr9;131132852;131133215;-;3028;NA
ENSG00000236998;chr9;68788307;68788452;-;1248;NA
ENSG00000237003;chr1;93190740;93191060;-;321;NA
ENSG00000237015;chr22;29260889;29261079;+;385;NA
ENSG00000237027;chr6;89560875;89561530;-;1171;NA
ENSG00000237031;chr2;80572681;80573337;-;3357;NA
ENSG00000237070;chr7;15667947;15668296;+;3743;NA
ENSG00000237073;chr9;113570190;113570344;-;395;NA
ENSG00000237094;chr1;365389;365692;-;6204;NA
ENSG00000237101;chr1;224219613;224219902;+;1323;NA
ENSG00000237115;chr6;131825981;131828413;-;2433;NA
ENSG00000237126;chr2;232580948;232581304;-;3725;NA
ENSG00000237153;chr9;16917511;16917598;+;4135;NA
ENSG00000237158;chr9;6568844;6569360;+;517;NA
ENSG00000237161;chr15;21293653;21295201;-;1549;NA
ENSG00000237167;chr3;197458405;197458542;+;626;NA
ENSG00000237174;chr6;75357214;75357375;+;2237;NA
ENSG00000237186;chr3;57530345;57530967;-;623;NA
ENSG00000237188;chr1;147172755;147173559;+;4139;NA
ENSG00000237212;chr9;96065740;96065868;+;2221;NA
ENSG00000237214;chr22;41064052;41064633;+;582;NA
ENSG00000237217;chr2;64450096;64450524;+;429;NA
ENSG00000237224;chr10;129693722;129693899;-;2345;NA
ENSG00000237234;chr6;112154765;112154914;+;1509;NA
ENSG00000237268;chr7;56421857;56422009;-;1871;NA
ENSG00000237280;chr10;87113954;87114446;+;688;NA
ENSG00000237301;chr1;15586136;15588442;-;2845;NA
ENSG00000237316;chr22;34711908;34712103;-;549;NA
ENSG00000237317;chr1;174367105;174368039;-;935;NA
ENSG00000237320;chr2;34998273;34998504;-;499;NA
ENSG00000237321;chr6;123823240;123823389;+;649;NA
ENSG00000237324;chr1;74341579;74341987;-;1408;NA
ENSG00000237325;chr21;31452466;31453223;+;758;NA
ENSG00000237329;chr1;31036734;31037240;+;507;NA
ENSG00000237336;chr9;123491884;123492111;+;722;NA
ENSG00000237347;chr22;19055801;19056023;+;403;NA
ENSG00000237349;chr1;108986963;108987245;-;283;NA
ENSG00000237356;chr14;53169010;53169275;+;14459;NA
ENSG00000237359;chr9;3630947;3631023;+;944;NA
ENSG00000237365;chr1;7008376;7008695;-;349;NA
ENSG00000237370;chr2;3603397;3603638;-;693;NA
ENSG00000237372;chr9;89639750;89639979;+;3411;NA
ENSG00000237387;chr22;25580241;25580584;-;660;NA
ENSG00000237390;chr1;156388226;156388363;+;5586;NA
ENSG00000237418;chr3;196298061;196298215;-;155;NA
ENSG00000237422;chr9;91077104;91078564;-;5243;NA
ENSG00000237429;chr1;27525805;27525885;+;283;NA
ENSG00000237461;chr9;99396987;99398912;-;5485;NA
ENSG00000237471;chr7;45940449;45940880;+;1646;NA
ENSG00000237478;chr1;49691262;49691523;-;262;NA
ENSG00000237479;chr2;216866332;216866528;-;430;NA
ENSG00000237480;chr1;105956694;105956847;+;8919;NA
ENSG00000237481;chr1;229319403;229319896;+;640;NA
ENSG00000237493;chr12;55980432;55981035;-;604;NA
ENSG00000237525;chr2;215533133;215533173;+;3139;NA
ENSG00000237529;chr9;83272280;83272845;+;1514;NA
ENSG00000237550;chr15;82372196;82372416;-;721;NA
ENSG00000237586;chr8;124301315;124301804;+;490;NA
ENSG00000237593;chr6;154216931;154217489;+;559;NA
ENSG00000237596;chr6;135991936;135991989;-;8029;NA
ENSG00000237604;chr21;44175489;44175535;+;821;NA
ENSG00000237606;chr7;104826336;104826796;+;461;NA
ENSG00000237612;chr11;131234538;131234653;+;569;NA
ENSG00000237614;chr2;120542905;120543326;-;1892;NA
ENSG00000237626;chr9;89825964;89826051;+;3520;NA
ENSG00000237633;chr2;16523176;16523489;+;1458;NA
ENSG00000237640;chr7;99929392;99929718;+;680;NA
ENSG00000237645;chr3;173644231;173644711;+;481;NA
ENSG00000237654;chr11;131502735;131502964;-;4856;NA
ENSG00000237666;chr2;106470799;106470936;-;530;NA
ENSG00000237669;chr6;30006121;30007116;-;996;NA
ENSG00000237704;chr8;99340305;99341761;-;1457;NA
ENSG00000237705;chr5;56842016;56842213;-;619;NA
ENSG00000237707;chr1;169104124;169104493;+;568;NA
ENSG00000237713;chr7;13339201;13339519;-;842;NA
ENSG00000237716;chr6;4185479;4186769;-;1568;NA
ENSG00000237719;chr6;36091991;36092646;-;656;NA
ENSG00000237720;chr2;2707368;2709437;-;8783;NA
ENSG00000237734;chr9;27391734;27391758;+;708;NA
ENSG00000237768;chr10;73071295;73071357;+;291;NA
ENSG00000237773;chr7;16970320;16971746;-;10292;NA
ENSG00000237774;chr12;95125760;95126389;+;630;NA
ENSG00000237788;chr20;49829125;49829238;+;1653;NA
ENSG00000237813;chr7;116238260;116238276;-;1420;NA
ENSG00000237832;chr20;14933843;14933942;-;371;NA
ENSG00000237846;chr9;40105822;40106527;+;706;NA
ENSG00000237851;chr6;142788123;142788444;+;444;NA
ENSG00000237852;chr1;65486406;65486506;+;423;NA
ENSG00000237861;chr1;197222222;197223255;+;1034;NA
ENSG00000237862;chr22;37339569;37340969;-;4354;NA
ENSG00000237870;chr7;116275606;116277432;-;2560;NA
ENSG00000237903;chrX;119422917;119423316;+;433;NA
ENSG00000237926;chrX;51162864;51163677;+;814;NA
ENSG00000237927;chr6;159586955;159587955;-;2002;NA
ENSG00000237934;chr1;29223933;29224264;+;573;NA
ENSG00000237938;chr1;15720312;15720595;-;1533;NA
ENSG00000237961;chr4;49238032;49238073;-;765;NA
ENSG00000237971;chrX;65185018;65186206;-;1362;NA
ENSG00000237982;chr3;38270283;38270767;-;485;NA
ENSG00000237993;chr1;116013813;116014083;-;705;NA
ENSG00000237994;chrX;28942050;28942145;+;465;NA
ENSG00000238015;chr1;78666272;78666695;+;424;NA
ENSG00000238035;chr5;181306502;181306652;+;1838;NA
ENSG00000238039;chrX;149511509;149511620;-;655;NA
ENSG00000238055;chr6;108318079;108318404;+;326;NA
ENSG00000238061;chr1;185280844;185281816;+;973;NA
ENSG00000238085;chr1;240998451;240998794;-;344;NA
ENSG00000238090;chr7;33379964;33380886;+;923;NA
ENSG00000238110;chr9;87944276;87945023;-;748;NA
ENSG00000238117;chr11;131877680;131878104;-;509;NA
ENSG00000238140;chr1;51461721;51462135;+;678;NA
ENSG00000238142;chr1;16887577;16888785;-;2149;NA
ENSG00000238165;chr2;50829442;50829678;-;237;NA
ENSG00000238171;chr2;181076051;181076438;-;833;NA
ENSG00000238178;chrX;16152941;16153102;-;1523;NA
ENSG00000238186;chr1;40515754;40516119;-;546;NA
ENSG00000238207;chr2;117754139;117757774;-;4182;NA
ENSG00000238221;chr6;7276031;7276168;+;500;NA
ENSG00000238224;chr1;245614773;245614883;-;271;NA
ENSG00000238231;chr1;27990158;27990524;-;367;NA
ENSG00000238246;chr10;20070805;20071252;-;499;NA
ENSG00000238258;chr10;33211277;33211490;+;781;NA
ENSG00000238260;chr1;3622857;3623556;-;1930;NA
ENSG00000238272;chr1;173555251;173555318;+;677;NA
ENSG00000238273;chr2;105363038;105363077;+;2609;NA
ENSG00000238279;chr1;153533430;153533921;+;718;NA
ENSG00000238280;chr10;62682652;62683015;-;1252;NA
ENSG00000238358;chr7;90119299;90119580;-;578;NA
ENSG00000238390;chr21;31664306;31664482;+;177;NA
ENSG00000238685;chr16;12297197;12297323;-;127;NA
ENSG00000238832;chr7;107603363;107603507;+;145;NA
ENSG00000238902;chr3;192534009;192534112;-;104;NA
ENSG00000238906;chr7;29912528;29912632;+;105;NA
ENSG00000238934;chr1;161141208;161141336;-;129;NA
ENSG00000238966;chr8;42043504;42043575;-;72;NA
ENSG00000239005;chr4;139436368;139436494;-;127;NA
ENSG00000239129;chr17;29883006;29883109;+;104;NA
ENSG00000239197;chr15;92417547;92417689;+;143;NA
ENSG00000239219;chr3;169939353;169939589;-;7977;NA
ENSG00000239246;chr17;62516321;62516767;-;447;NA
ENSG00000239254;chr7;139172516;139174266;-;1751;NA
ENSG00000239268;chr3;117672154;117672296;-;1531;NA
ENSG00000239280;chr3;113740823;113741254;-;432;NA
ENSG00000239291;chr17;47159191;47159993;-;803;NA
ENSG00000239300;chr2;9501466;9501541;+;568;NA
ENSG00000239344;chr8;103768281;103769029;+;749;NA
ENSG00000239381;chr3;181534177;181534461;-;1651;NA
ENSG00000239407;chrX;102884414;102884522;+;1133;NA
ENSG00000239415;chr21;46251549;46251829;-;2277;NA
ENSG00000239455;chr3;107104911;107105849;-;1776;NA
ENSG00000239465;chr15;64631109;64631521;-;485;NA
ENSG00000239480;chr7;102426818;102427142;-;541;NA
ENSG00000239482;chr3;112302478;112302714;+;1262;NA
ENSG00000239486;chr7;102380465;102380580;-;338;NA
ENSG00000239498;chr2;220105656;220105961;+;754;NA
ENSG00000239572;chr3;87641412;87644502;-;4835;NA
ENSG00000239593;chr9;121279863;121280438;-;838;NA
ENSG00000239615;chr5;134267421;134267856;+;436;NA
ENSG00000239670;chr1;32986952;32987624;+;863;NA
ENSG00000239671;chr17;42714299;42714643;+;345;NA
ENSG00000239686;chr14;55282296;55282643;-;348;NA
ENSG00000239701;chr12;7032108;7032398;+;291;NA
ENSG00000239739;chr3;170740351;170740533;-;263;NA
ENSG00000239763;chr16;74312609;74312719;-;473;NA
ENSG00000239791;chr16;30572039;30572411;+;2129;NA
ENSG00000239793;chr4;78768499;78768750;+;252;NA
ENSG00000239804;chr3;125787888;125788146;-;259;NA
ENSG00000239835;chr3;120028740;120029868;+;1129;NA
ENSG00000239920;chr11;5254392;5254514;-;5265;NA
ENSG00000239922;chr3;147939905;147940116;+;4030;NA
ENSG00000239969;chr7;102364162;102364206;+;665;NA
ENSG00000240056;chr6;134941392;134941438;+;288;NA
ENSG00000240086;chr3;135138469;135140405;-;9663;NA
ENSG00000240093;chr7;182935;183108;-;574;NA
ENSG00000240096;chr14;93223598;93224139;-;542;NA
ENSG00000240097;chr3;60616822;60618079;+;1258;NA
ENSG00000240103;chr17;22527324;22529570;+;2247;NA
ENSG00000240143;chrX;129794994;129795111;+;326;NA
ENSG00000240174;chr11;84639993;84640565;+;573;NA
ENSG00000240207;chr3;158732263;158732528;+;6252;NA
ENSG00000240219;chr1;204626775;204627376;+;2219;NA
ENSG00000240265;chr3;69535664;69536693;-;1030;NA
ENSG00000240271;chr8;105011107;105011568;+;462;NA
